seq_id,length,precision,recall,f1,TP,FP,FN,canonical_rate,model,layer,k,seed,threshold,decoding_mode
bpRNA_RFAM_21697,181,0.8082191780821918,0.7866666666666666,0.7972972972972971,59,14,16,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_28503,87,0.8620689655172413,0.9259259259259259,0.8928571428571429,25,4,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_19027,119,0.5151515151515151,0.7727272727272727,0.6181818181818182,17,16,5,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_37922,164,0.038461538461538464,0.05,0.043478260869565216,1,25,19,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_26900,73,0.2857142857142857,0.125,0.17391304347826086,2,5,14,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_5781,128,0.47619047619047616,0.9523809523809523,0.634920634920635,20,22,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_38514,138,0.6052631578947368,0.8214285714285714,0.6969696969696969,23,15,5,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_101,121,0.2222222222222222,0.18181818181818182,0.19999999999999998,4,14,18,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_54605,381,0.2982456140350877,0.34,0.31775700934579443,34,80,66,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_2076,102,0.20833333333333334,0.3125,0.25,5,19,11,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_25948,71,0.4444444444444444,0.21052631578947367,0.2857142857142857,4,5,15,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_10508,252,0.08333333333333333,0.1,0.0909090909090909,5,55,45,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_31482,48,0.7,0.7,0.7,7,3,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_160,118,0.34782608695652173,0.2962962962962963,0.31999999999999995,8,15,19,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_18619,126,0.4444444444444444,0.9090909090909091,0.5970149253731343,20,25,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_29546,56,0.3888888888888889,0.7777777777777778,0.5185185185185185,7,11,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_10305,93,0.25,0.19047619047619047,0.2162162162162162,4,12,17,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RNP_310,389,0.5736434108527132,0.6981132075471698,0.6297872340425532,74,55,32,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_31005,114,0.358974358974359,0.7777777777777778,0.49122807017543857,14,25,4,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_SRP_861,100,0.2777777777777778,0.5263157894736842,0.36363636363636365,10,26,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_11843,100,0.21739130434782608,1.0,0.3571428571428571,5,18,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_38634,111,0.5625,0.36,0.43902439024390244,9,7,16,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_1614,84,0.6551724137931034,1.0,0.7916666666666666,19,10,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_34150,135,0.28888888888888886,0.5909090909090909,0.38805970149253727,13,32,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_2585,366,0.6690647482014388,0.9489795918367347,0.7848101265822784,93,46,5,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_9643,75,0.6666666666666666,1.0,0.8,4,2,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_17438,112,0.22727272727272727,0.2777777777777778,0.25,5,17,13,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_18594,88,0.4827586206896552,0.8235294117647058,0.608695652173913,14,15,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_6799,76,0.625,0.9523809523809523,0.7547169811320755,20,12,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_15745,128,0.3783783783783784,0.56,0.4516129032258065,14,23,11,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_22456,96,0.45454545454545453,0.5555555555555556,0.5,10,12,8,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_18958,153,0.34782608695652173,0.8888888888888888,0.5,16,30,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_31722,72,0.8571428571428571,0.8571428571428571,0.8571428571428571,12,2,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_52450,84,0.9523809523809523,0.9523809523809523,0.9523809523809523,20,1,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_33646,89,0.25,0.25,0.25,5,15,15,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_28378,86,0.8275862068965517,0.8888888888888888,0.8571428571428572,24,5,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_53705,75,0.85,0.8095238095238095,0.8292682926829269,17,3,4,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_24732,207,0.3283582089552239,0.5,0.3963963963963964,22,45,22,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_37599,118,0.6190476190476191,0.7428571428571429,0.6753246753246753,26,16,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_27160,141,0.46938775510204084,0.5609756097560976,0.5111111111111111,23,26,18,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_25874,244,0.15,0.30612244897959184,0.20134228187919462,15,85,34,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_37692,171,0.6222222222222222,0.875,0.7272727272727274,28,17,4,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_19936,119,0.8857142857142857,0.8857142857142857,0.8857142857142857,31,4,4,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_25863,77,1.0,0.23809523809523808,0.3846153846153846,5,0,16,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_35249,77,0.6764705882352942,0.8846153846153846,0.7666666666666666,23,11,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_28984,75,0.8181818181818182,0.8571428571428571,0.8372093023255814,18,4,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_tmRNA_252,370,0.25396825396825395,0.5333333333333333,0.3440860215053763,32,94,28,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_41304,141,0.4418604651162791,0.6333333333333333,0.5205479452054794,19,24,11,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_26859,73,0.8333333333333334,0.9523809523809523,0.888888888888889,20,4,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_18477,343,0.01639344262295082,0.027777777777777776,0.020618556701030927,1,60,35,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_28145,87,0.7419354838709677,0.8846153846153846,0.8070175438596492,23,8,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_15983,77,0.35714285714285715,0.8333333333333334,0.5,5,9,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_8051,139,0.5476190476190477,0.92,0.6865671641791046,23,19,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_40386,76,0.7407407407407407,0.9523809523809523,0.8333333333333334,20,7,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_53219,77,0.8888888888888888,0.7272727272727273,0.7999999999999999,16,2,6,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_33756,96,0.5517241379310345,0.8421052631578947,0.6666666666666666,16,13,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_2012,68,0.8125,0.7222222222222222,0.7647058823529411,13,3,5,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_SPR_91,70,0.8571428571428571,0.8571428571428571,0.8571428571428571,18,3,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_21625,96,0.75,0.8888888888888888,0.8135593220338982,24,8,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_1243,93,0.3157894736842105,0.3,0.3076923076923077,6,13,14,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_42440,109,0.5609756097560976,0.92,0.6969696969696971,23,18,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_SPR_513,87,0.7142857142857143,1.0,0.8333333333333333,20,8,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_37148,100,0.16666666666666666,0.25,0.2,3,15,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_8208,114,0.5348837209302325,0.92,0.6764705882352942,23,20,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_38083,140,0.42424242424242425,0.6363636363636364,0.5090909090909091,14,19,8,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_tmRNA_499,369,0.477124183006536,0.8202247191011236,0.6033057851239669,73,80,16,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_16184,183,0.0,0.0,0.0,0,28,21,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_5880,132,0.1111111111111111,0.2,0.14285714285714285,4,32,16,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_11817,112,0.3333333333333333,0.36,0.34615384615384615,9,18,16,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_20221,81,0.6818181818181818,0.5555555555555556,0.6122448979591836,15,7,12,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_tmRNA_651,374,0.21739130434782608,0.7142857142857143,0.3333333333333333,5,18,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_41853,66,0.42857142857142855,0.5,0.4615384615384615,6,8,6,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_28652,74,0.8333333333333334,1.0,0.9090909090909091,20,4,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_tmRNA_240,396,0.17886178861788618,0.7096774193548387,0.28571428571428575,22,101,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_10396,370,0.0,0.0,0.0,0,32,39,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_54147,76,0.8636363636363636,0.95,0.9047619047619048,19,3,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_10774,89,0.7647058823529411,0.5909090909090909,0.6666666666666667,13,4,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_21162,130,0.4444444444444444,0.6153846153846154,0.5161290322580646,16,20,10,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_18140,166,0.32608695652173914,0.5,0.39473684210526316,15,31,15,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_41542,148,0.0,0.0,0.0,0,9,29,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_4389,108,0.16,1.0,0.2758620689655173,4,21,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_26301,178,0.07142857142857142,0.25,0.11111111111111112,2,26,6,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_25360,38,0.2857142857142857,0.3333333333333333,0.30769230769230765,2,5,4,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_8962,85,0.0,0.0,0.0,0,10,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_26329,85,0.1,1.0,0.18181818181818182,3,27,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_15727,120,0.3902439024390244,0.6153846153846154,0.47761194029850756,16,25,10,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_4343,165,0.35294117647058826,0.17647058823529413,0.23529411764705885,6,11,28,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_1516,69,0.8947368421052632,0.85,0.8717948717948718,17,2,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_54745,454,0.17763157894736842,0.23275862068965517,0.2014925373134328,27,125,89,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_21279,111,0.8695652173913043,0.625,0.7272727272727273,20,3,12,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_17074,76,0.15384615384615385,0.2857142857142857,0.2,2,11,5,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_35678,80,0.6666666666666666,0.8,0.7272727272727272,12,6,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_35598,72,1.0,0.631578947368421,0.7741935483870968,12,0,7,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_38525,150,0.4915254237288136,0.8285714285714286,0.6170212765957447,29,30,6,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_16548,143,0.4222222222222222,0.9047619047619048,0.5757575757575758,19,26,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_55438,126,0.8461538461538461,0.8048780487804879,0.8250000000000001,33,6,8,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_25608,73,0.8636363636363636,0.8636363636363636,0.8636363636363636,19,3,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_2954,218,0.578125,0.7254901960784313,0.6434782608695652,37,27,14,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_14474,123,0.5681818181818182,1.0,0.7246376811594203,25,19,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_tmRNA_686,366,0.3333333333333333,0.8,0.47058823529411764,36,72,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_38919,129,0.32558139534883723,0.6666666666666666,0.4375,14,29,7,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_22909,146,0.34782608695652173,0.5925925925925926,0.4383561643835616,16,30,11,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_42256,83,0.0,0.0,0.0,0,6,17,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_18679,79,0.7307692307692307,0.8636363636363636,0.7916666666666666,19,7,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_5444,123,0.5294117647058824,0.782608695652174,0.631578947368421,18,16,5,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_52127,77,0.7272727272727273,0.38095238095238093,0.5,8,3,13,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_10555,214,0.39285714285714285,0.5,0.44,22,34,22,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_14056,126,0.6666666666666666,0.75,0.7058823529411765,24,12,8,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_39922,215,0.2903225806451613,0.4186046511627907,0.34285714285714286,18,44,25,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_40808,64,0.65,1.0,0.787878787878788,13,7,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_40925,151,0.3,0.75,0.4285714285714285,18,42,6,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_2002,88,0.52,0.7647058823529411,0.6190476190476191,13,12,4,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_54323,77,0.9,0.42857142857142855,0.5806451612903225,9,1,12,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_11730,125,0.0,0.0,0.0,0,11,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_4617,436,0.020202020202020204,0.058823529411764705,0.030075187969924814,2,97,32,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_18942,112,0.20689655172413793,0.75,0.32432432432432434,6,23,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_26295,187,0.06060606060606061,0.3333333333333333,0.10256410256410256,2,31,4,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_42099,134,0.13043478260869565,0.13636363636363635,0.1333333333333333,3,20,19,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_tmRNA_1,352,0.5102040816326531,0.872093023255814,0.6437768240343348,75,72,11,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_25658,134,0.02631578947368421,0.047619047619047616,0.03389830508474576,1,37,20,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_26695,328,0.21212121212121213,0.17073170731707318,0.18918918918918917,14,52,68,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_18003,127,0.5238095238095238,0.3548387096774194,0.4230769230769231,11,10,20,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_11339,95,0.2916666666666667,0.875,0.43750000000000006,7,17,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_42321,119,0.0,0.0,0.0,0,26,22,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_40428,83,0.7692307692307693,0.7692307692307693,0.7692307692307693,20,6,6,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_21156,112,0.7241379310344828,0.7241379310344828,0.7241379310344829,21,8,8,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RNP_126,408,0.577639751552795,0.775,0.6619217081850534,93,68,27,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_19780,106,0.6551724137931034,0.7037037037037037,0.6785714285714286,19,10,8,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_32354,72,0.9090909090909091,0.9523809523809523,0.9302325581395349,20,2,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_26302,178,0.07692307692307693,0.3,0.12244897959183675,3,36,7,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_20711,112,0.7142857142857143,0.6666666666666666,0.689655172413793,20,8,10,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_9333,196,0.6557377049180327,0.975609756097561,0.7843137254901961,40,21,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_16526,156,0.046511627906976744,0.08333333333333333,0.059701492537313425,2,41,22,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_7947,128,0.5675675675675675,0.84,0.6774193548387097,21,16,4,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_6055,75,0.18181818181818182,0.6666666666666666,0.28571428571428575,2,9,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_39097,130,0.3902439024390244,0.64,0.48484848484848486,16,25,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_42169,65,0.5625,0.6428571428571429,0.6000000000000001,9,7,5,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_28033,143,0.25806451612903225,0.36363636363636365,0.3018867924528302,8,23,14,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_19862,107,0.65625,0.875,0.75,21,11,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_6784,80,0.7586206896551724,0.9565217391304348,0.8461538461538461,22,7,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_13310,133,0.043478260869565216,0.05,0.046511627906976744,1,22,19,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_42692,76,0.7368421052631579,0.6666666666666666,0.7,14,5,7,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_6236,182,0.2318840579710145,0.8888888888888888,0.36781609195402304,16,53,2,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_37817,168,0.13513513513513514,0.14705882352941177,0.14084507042253522,5,32,29,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_19922,99,0.5428571428571428,0.95,0.6909090909090908,19,16,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_38870,65,0.2857142857142857,0.2857142857142857,0.2857142857142857,4,10,10,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_12784,121,0.76,0.76,0.76,19,6,6,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_CRW_15843,117,0.8333333333333334,0.9090909090909091,0.8695652173913043,30,6,3,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_22534,97,0.6111111111111112,0.8461538461538461,0.7096774193548387,22,14,4,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_13474,127,0.5555555555555556,0.5357142857142857,0.5454545454545454,15,12,13,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_22914,138,0.3469387755102041,0.6538461538461539,0.45333333333333325,17,32,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_42320,185,0.2909090909090909,0.6153846153846154,0.3950617283950617,16,39,10,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_13954,128,0.45161290322580644,0.6086956521739131,0.5185185185185185,14,17,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_30768,97,0.5,0.8888888888888888,0.64,8,8,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_9200,204,0.5384615384615384,0.8536585365853658,0.660377358490566,35,30,6,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_38013,169,0.6363636363636364,0.7567567567567568,0.691358024691358,28,16,9,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_9709,103,0.1,0.047619047619047616,0.06451612903225806,1,9,20,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_11766,115,0.08333333333333333,1.0,0.15384615384615385,2,22,0,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_8563,102,0.8636363636363636,0.95,0.9047619047619048,19,3,1,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_29053,70,0.5,0.5833333333333334,0.5384615384615384,7,7,5,1.0,ernie,11,32,42,0.9,canonical_wobble
bpRNA_RFAM_4312,410,0.125,0.13114754098360656,0.128,8,56,53,1.0,ernie,11,32,42,0.9,canonical_wobble
