seq_id,length,precision,recall,f1,TP,FP,FN,canonical_rate,model,layer,k,seed,threshold,decoding_mode
bpRNA_CRW_28652,74,0.8947368421052632,0.85,0.8717948717948718,17,2,3,0.8947368421052632,ernie,11,32,42,0.95,unconstrained
bpRNA_tmRNA_240,396,0.2608695652173913,0.6,0.36363636363636365,18,51,12,0.5942028985507246,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_10396,370,0.0,0.0,0.0,0,13,39,0.6153846153846154,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_54147,76,0.8421052631578947,0.8,0.8205128205128205,16,3,4,0.7894736842105263,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_10774,89,0.8333333333333334,0.45454545454545453,0.5882352941176471,10,2,12,0.6666666666666666,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_21162,130,0.3,0.23076923076923078,0.2608695652173913,6,14,20,0.35,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_18140,166,0.4,0.4827586206896552,0.43750000000000006,14,21,15,0.6571428571428571,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_41542,148,0.0,0.0,0.0,0,3,29,0.0,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_4389,108,0.1875,0.75,0.3,3,13,1,0.375,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_26301,178,0.0,0.0,0.0,0,32,9,0.15625,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_25360,38,0.0,0.0,0.0,0,3,6,0.3333333333333333,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_8962,85,0.0,0.0,0.0,0,2,9,0.5,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_26329,85,0.125,1.0,0.2222222222222222,3,21,0,0.7083333333333334,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_15727,120,0.24324324324324326,0.3333333333333333,0.28125,9,28,18,0.40540540540540543,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_4343,165,0.2222222222222222,0.058823529411764705,0.09302325581395347,2,7,32,0.3333333333333333,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_1516,69,0.8181818181818182,0.45,0.5806451612903226,9,2,11,0.5454545454545454,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_54745,454,0.31746031746031744,0.1724137931034483,0.22346368715083798,20,43,96,0.6031746031746031,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_21279,111,0.7058823529411765,0.375,0.48979591836734687,12,5,20,0.6470588235294118,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_17074,76,0.3333333333333333,0.2857142857142857,0.30769230769230765,2,4,5,1.0,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_35678,80,0.6470588235294118,0.7333333333333333,0.6875,11,6,4,0.7647058823529411,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_35598,72,1.0,0.2777777777777778,0.4347826086956522,5,0,13,0.8,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_38525,150,0.4594594594594595,0.4857142857142857,0.47222222222222227,17,20,18,0.5945945945945946,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_16548,143,0.42424242424242425,0.6666666666666666,0.5185185185185185,14,19,7,0.7272727272727273,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_55438,126,0.72,0.46153846153846156,0.5625,18,7,21,0.76,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_25608,73,0.8571428571428571,0.5454545454545454,0.6666666666666665,12,2,10,0.5714285714285714,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_2954,218,0.475,0.3584905660377358,0.4086021505376344,19,21,34,0.6,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_14474,123,0.6,0.84,0.7000000000000001,21,14,4,0.6857142857142857,ernie,11,32,42,0.95,unconstrained
bpRNA_tmRNA_686,366,0.2421875,0.7045454545454546,0.3604651162790698,31,97,13,0.328125,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_38919,129,0.5,0.6190476190476191,0.5531914893617021,13,13,8,0.8076923076923077,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_22909,146,0.3076923076923077,0.4444444444444444,0.3636363636363637,12,27,15,0.6153846153846154,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_42256,83,0.0,0.0,0.0,0,1,17,0.0,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_18679,79,0.5909090909090909,0.5909090909090909,0.5909090909090909,13,9,9,0.6818181818181818,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_5444,123,0.4583333333333333,0.5,0.4782608695652174,11,13,11,0.6666666666666666,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_52127,77,0.75,0.14285714285714285,0.24,3,1,18,0.75,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_10555,214,0.36363636363636365,0.2727272727272727,0.3116883116883117,12,21,32,0.48484848484848486,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_14056,126,0.64,0.48484848484848486,0.5517241379310344,16,9,17,0.56,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_39922,215,0.25,0.23255813953488372,0.24096385542168675,10,30,33,0.55,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_40808,64,0.6666666666666666,1.0,0.8,12,6,0,0.8888888888888888,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_40925,151,0.2692307692307692,0.5833333333333334,0.3684210526315789,14,38,10,0.6346153846153846,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_2002,88,0.5333333333333333,0.47058823529411764,0.5,8,7,9,0.6,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_54323,77,0.75,0.14285714285714285,0.24,3,1,18,0.5,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_11730,125,0.0,0.0,0.0,0,2,2,0.0,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_4617,436,0.0,0.0,0.0,0,34,34,0.29411764705882354,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_18942,112,0.22727272727272727,0.625,0.3333333333333333,5,17,3,0.7727272727272727,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_26295,187,0.0,0.0,0.0,0,23,6,0.21739130434782608,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_42099,134,0.0,0.0,0.0,0,13,22,0.5384615384615384,ernie,11,32,42,0.95,unconstrained
bpRNA_tmRNA_1,352,0.5225225225225225,0.6744186046511628,0.5888324873096448,58,53,28,0.6666666666666666,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_25658,134,0.0,0.0,0.0,0,13,21,0.7692307692307693,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_26695,328,0.16129032258064516,0.06172839506172839,0.08928571428571429,5,26,76,0.41935483870967744,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_18003,127,0.375,0.0967741935483871,0.15384615384615383,3,5,28,0.5,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_11339,95,0.3333333333333333,0.625,0.43478260869565216,5,10,3,0.6666666666666666,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_42321,119,0.08333333333333333,0.045454545454545456,0.05882352941176471,1,11,21,0.8333333333333334,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_40428,83,0.6086956521739131,0.5185185185185185,0.5599999999999999,14,9,13,0.6521739130434783,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_21156,112,0.6521739130434783,0.5357142857142857,0.5882352941176471,15,8,13,0.782608695652174,ernie,11,32,42,0.95,unconstrained
bpRNA_RNP_126,408,0.5348837209302325,0.5847457627118644,0.5587044534412956,69,60,49,0.6589147286821705,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_19780,106,0.7692307692307693,0.37037037037037035,0.5,10,3,17,0.7692307692307693,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_32354,72,0.8666666666666667,0.6190476190476191,0.7222222222222222,13,2,8,0.6666666666666666,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_26302,178,0.037037037037037035,0.09090909090909091,0.05263157894736842,1,26,10,0.18518518518518517,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_20711,112,0.6363636363636364,0.4666666666666667,0.5384615384615385,14,8,16,0.5909090909090909,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_9333,196,0.7,0.8536585365853658,0.7692307692307692,35,15,6,0.82,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_16526,156,0.0,0.0,0.0,0,28,24,0.39285714285714285,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_7947,128,0.46153846153846156,0.48,0.47058823529411764,12,14,13,0.8076923076923077,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_6055,75,0.2,0.6666666666666666,0.30769230769230765,2,8,1,0.5,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_39097,130,0.44,0.4583333333333333,0.4489795918367347,11,14,13,0.72,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_42169,65,0.5384615384615384,0.5,0.5185185185185186,7,6,7,0.6153846153846154,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_28033,143,0.1875,0.13636363636363635,0.15789473684210525,3,13,19,0.8125,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_19862,107,0.6666666666666666,0.5833333333333334,0.6222222222222222,14,7,10,0.8095238095238095,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_6784,80,0.76,0.8260869565217391,0.7916666666666667,19,6,4,0.8,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_13310,133,0.0,0.0,0.0,0,9,20,0.4444444444444444,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_42692,76,0.5714285714285714,0.38095238095238093,0.4571428571428571,8,6,13,0.5,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_6236,182,0.24074074074074073,0.7222222222222222,0.3611111111111111,13,41,5,0.6111111111111112,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_37817,168,0.1111111111111111,0.058823529411764705,0.07692307692307691,2,16,32,0.5555555555555556,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_19922,99,0.5517241379310345,0.8421052631578947,0.6666666666666666,16,13,3,0.7931034482758621,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_38870,65,0.3333333333333333,0.14285714285714285,0.2,2,4,12,0.5,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_12784,121,0.7,0.56,0.6222222222222222,14,6,11,0.55,ernie,11,32,42,0.95,unconstrained
bpRNA_CRW_15843,117,0.9523809523809523,0.6060606060606061,0.7407407407407407,20,1,13,0.8095238095238095,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_22534,97,0.5357142857142857,0.5769230769230769,0.5555555555555555,15,13,11,0.5714285714285714,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_13474,127,0.3684210526315789,0.25,0.2978723404255319,7,12,21,0.47368421052631576,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_22914,138,0.34285714285714286,0.46153846153846156,0.3934426229508197,12,23,14,0.6285714285714286,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_42320,185,0.24390243902439024,0.38461538461538464,0.2985074626865672,10,31,16,0.6097560975609756,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_13954,128,0.4666666666666667,0.30434782608695654,0.3684210526315789,7,8,16,0.5333333333333333,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_30768,97,0.5833333333333334,0.7777777777777778,0.6666666666666666,7,5,2,1.0,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_9200,204,0.5294117647058824,0.6585365853658537,0.5869565217391304,27,24,14,0.6862745098039216,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_38013,169,0.6285714285714286,0.5945945945945946,0.611111111111111,22,13,15,0.7714285714285715,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_9709,103,0.0,0.0,0.0,0,4,21,0.5,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_11766,115,0.1,1.0,0.18181818181818182,2,18,0,0.65,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_8563,102,0.75,0.75,0.75,15,5,5,0.75,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_29053,70,0.75,0.5,0.6,6,2,6,0.875,ernie,11,32,42,0.95,unconstrained
bpRNA_RFAM_4312,410,0.17391304347826086,0.06557377049180328,0.09523809523809523,4,19,57,0.4782608695652174,ernie,11,32,42,0.95,unconstrained
